id,name,uniqueName,mature,parentId,parentUniqueName,url,path
12150100,More Sports Equipment,More Sports Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/moresportsequipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > More Sports Equipment
12150105,Boxing Equipment & Martial Arts Supplies,Boxing Equipment & Martial Arts Supplies,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/boxingequipment_martialartssupplies/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Boxing Equipment & Martial Arts Supplies
12150106,Mountain Climbing Gear,Mountain Climbing Gear,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/mountainclimbinggear/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Mountain Climbing Gear
12150125,Hunting & Archery Equipment,Hunting & Archery Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/hunting_archeryequipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Hunting & Archery Equipment
12150135,Paintball Gear,Paintball Gear,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/paintballgear/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Paintball Gear
9741,Badminton Equipment,Badminton Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/badminton-equipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Badminton Equipment
9742,Ice Skating Equipment,Ice Skating Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/ice-skating-equipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Ice Skating Equipment
9740,Table Tennis Equipment,Table Tennis Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/table-tennis-equipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Table Tennis Equipment
12070300,Golf Gifts & Equipment,Golf Gifts & Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/golfgifts_equipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment
8409,Golf Clubs,Golf Clubs,False,12070300,Golf Gifts & Equipment,http://www.bizrate-partner.com/golf-clubs/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment > Golf Clubs
8319,Golf Club Headcovers,Golf Club Headcovers,False,12070300,Golf Gifts & Equipment,http://www.bizrate-partner.com/golf-club-headcovers/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment > Golf Club Headcovers
8425,Golf Carts,Golf Carts,False,12070300,Golf Gifts & Equipment,http://www.bizrate-partner.com/golf-carts/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment > Golf Carts
8396,Golf Gloves,Golf Gloves,False,12070300,Golf Gifts & Equipment,http://www.bizrate-partner.com/golf-gloves/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment > Golf Gloves
8421,Golf Bags,Golf Bags,False,12070300,Golf Gifts & Equipment,http://www.bizrate-partner.com/golf-bags/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment > Golf Bags
8317,Golf Accessories,Golf Accessories,False,12070300,Golf Gifts & Equipment,http://www.bizrate-partner.com/golf-accessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Golf Gifts & Equipment > Golf Accessories
100002037,Wetsuits,Wetsuits,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/wetsuits/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Wetsuits
12050100,Fitness Equipment,Fitness Equipment,False,12000000,Sports Equipment & Outdoor Gear,http://www.bizrate-partner.com/fitnessequipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment
8641,Home Gym Attachments & Accessories,Home Gym Attachments & Accessories,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/home-gym-attachments-accessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Home Gym Attachments & Accessories
8639,Home Gyms,Home Gyms,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/home-gyms/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Home Gyms
8620,Treadmills,Treadmills,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/treadmills/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Treadmills
8618,Elliptical & Cross Trainer Machines,Elliptical & Cross Trainer Machines,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/elliptical-cross-trainer-machines/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Elliptical & Cross Trainer Machines
8622,Stair Climbers & Steppers,Stair Climbers & Steppers,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/stair-climbers-steppers/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Stair Climbers & Steppers
9525,Rowing Machines,Rowing Machines,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/rowing-machines/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Rowing Machines
8624,Exercise Bikes,Exercise Bikes,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/upright-exercise-bikes/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Exercise Bikes
8607,Free Weight Equipment,Free Weight Equipment,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/free-weight-equipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Free Weight Equipment
8630,Weight Machines,Weight Machines,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/weight-machines/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Weight Machines
